x,y,z,delta_z,vx,vy,vz,delta_vz,ax,ay,az,heading,delta_heading,dist_bottom,eph,epv,evh,evv,z_reset_counter,vz_reset_counter,heading_reset_counter,dist_bottom_valid
0.3198128037969245,0.5609816867379163,0.7587845631238233,0.0,0.9913264377136519,0.6736502792757242,0.061224912083486904,9.71445146547012e-17,0.7600826134299401,0.3598189652740189,0.302574714816976,0.8892273902121977,0.0724884806046639,0.23966169999452178,0.8134883352780573,0.5937298704102751,0.139345385783205,0.8892271599336343,0.0,4.440892098500626e-16,0.9275115193953383,0.08193664563873375
0.336584448978069,0.565532392409961,0.7529345536632577,0.0,0.9951905299530608,0.6735980657852227,0.060656777928754346,9.71445146547012e-17,0.708055673806405,0.5850275313440905,0.31440460870505876,0.8651063745212131,0.07251619711520951,0.24552368296278415,0.7859406588850621,0.5990052481928778,0.13483171422932916,0.8904297264447631,0.0,6.661338147750939e-16,0.9274838028847867,0.08035317986760701
0.3556792917772434,0.5717880270493904,0.7459859909125593,0.0,0.9659857836334307,0.6695070370224673,0.059519540454138764,9.71445146547012e-17,0.5630638015388512,0.483525239335395,0.3008731965054538,0.8415853756568055,0.07252335391714104,0.25248647258267987,0.709904805358093,0.631831383502174,0.10467846392916069,0.8853719967212861,0.0,4.440892098500626e-16,0.9274766460828694,0.07994430621641495
0.3706363982836494,0.5771491863967875,0.7399276310066923,0.0,0.9317891457330596,0.6596303417803508,0.05809485056656527,9.71445146547012e-17,0.45585865574284046,0.3055770455866317,0.28577205215855217,0.8171594241144042,0.07251619711520951,0.25855723948891635,0.6454106861224496,0.6345231248765231,0.08790407349578011,0.8800492886914704,0.0,4.440892098500626e-16,0.9274838028847876,0.08035317986760701
0.38401514874244663,0.5811888655571426,0.7334805507821738,0.0,0.9088956651026161,0.6395256227614524,0.0563013837032178,9.71445146547012e-17,0.43901104307893535,0.3043382008473269,0.28760682427611806,0.7803901012214878,0.07251414322698008,0.2650175228578206,0.6182043447569718,0.5676013418233872,0.11078981329441184,0.8784059082929971,0.0,4.440892098500626e-16,0.9274858567730311,0.08047052009785435
0.3958383072223082,0.582797562029839,0.7272157330506371,0.0,0.8938212865249507,0.6140914606951999,0.054905982332237535,9.71445146547012e-17,0.41782947449246366,0.4697170573104012,0.2964695300160088,0.7457277385316026,0.07251619711520951,0.2712951672016671,0.6147760956907522,0.48517015375514916,0.15268806911013488,0.8800235740062892,0.0,4.440892098500626e-16,0.9274838028847876,0.08035317986760701
0.40754087434489034,0.5824221902657237,0.7212986721259215,0.0,0.876639334329701,0.5904907017092264,0.0542934586541336,9.71445146547012e-17,0.31099533327469037,0.658537438112717,0.2972027882226899,0.7257978615977523,0.07251672855266178,0.277224338557471,0.6061001326768309,0.45154242934775013,0.18283636746262832,0.8825692994995116,0.0,4.440892098500626e-16,0.9274832714473469,0.08032281843395774
0.42132437394910754,0.5817805170405729,0.7147872321751831,0.0,0.8610394538166632,0.571501536951768,0.053592329441063846,9.71445146547012e-17,0.25522044189945065,0.7107370276836592,0.29300388737463173,0.7153187319969687,0.07251619711522422,0.2837491075463727,0.592280110093391,0.4695501401481934,0.2059877741800884,0.8867398073723187,0.0,4.440892098500626e-16,0.9274838028847876,0.08035317986760701
0.43735046142193584,0.5814851138916383,0.7077606623654614,0.0,0.855799335495091,0.5613271255452862,0.05181938728435931,0.0,0.41467337758418726,0.47082178777238787,0.2891468993383497,0.7106798894090307,0.07251604893615421,0.2907900696040565,0.5806169847540303,0.5340932241415608,0.22830511053931168,0.8931407571761909,0.0,4.440892098500626e-16,0.9274839510638424,0.08036164545211978
0.45425889493827326,0.5757978053982433,0.7010850535720834,0.0,0.8530887029618384,0.5452224772252033,0.04918433660310273,9.71445146547012e-17,0.5614339344249124,0.2680787040375026,0.2829961275613876,0.7081145186371618,0.07251619711520951,0.2974793536570285,0.5713365220321531,0.5855593375752939,0.25531449742375667,0.8988754797656942,0.0,4.440892098500626e-16,0.9274838028847876,0.08035317986760701
